ALPHABET	LENGTH	SUM	MAXBORDERLESS_PREFIX	TIME
3	87	43000000	3693034650	85.8845267442	108.03578305244446
3	99	9000000	880952569	97.8836187778	25.38117003440857
3	90	47000000	4177560656	88.8842692766	122.08788895606995
4	22	7000000	149954643	21.4220918571	4.585637092590332
3	81	84000000	6710256376	79.8840044762	196.68535995483398
4	23	33000000	739917750	22.4217500000	22.483229160308838
4	20	104000000	2019874539	19.4218705673	62.33895993232727
4	24	35000000	819764307	23.4218373429	24.856971979141235
4	21	78000000	1592902945	20.4218326282	48.81913781166077
3	84	91000000	7542500018	82.8846155824	223.21149682998657
3	89	40000000	3515383738	87.8845934500	102.39387512207031
3	86	90000000	7639587415	84.8843046111	222.3628900051117
3	88	73000000	6342564842	86.8844498904	188.03433108329773
4	27	23000000	607703302	26.4218826957	17.973285913467407
4	25	43000000	1050132846	24.4216940930	31.539804935455322
3	79	120000000	9346153389	77.8846115750	277.78325390815735
3	95	54000000	5069750350	93.8842657407	147.1545171737671
3	96	52000000	4933988837	94.8844007115	147.40588998794556
4	28	43000000	1179141801	27.4219023488	34.746427059173584
4	32	19000000	597008558	31.4215030526	18.31214714050293
4	26	49000000	1245672082	25.4218792245	37.19185709953308
4	30	33000000	970920887	29.4218450606	28.962127923965454
4	29	46000000	1307418799	28.4221478043	38.29904007911682
3	93	66000000	6064360112	91.8842441212	178.2967369556427
4	36	36000000	1275113389	35.4198163611	38.45617699623108
4	33	49000000	1588658174	32.4215953878	48.074278116226196
4	41	26000000	1050968225	40.4218548077	32.73387694358826
3	92	82000000	7452482928	90.8839381463	217.65736484527588
4	37	42000000	1529660047	36.4204773095	45.79827308654785
4	40	36000000	1419182608	39.4217391111	43.56436586380005
4	43	22000000	933281226	42.4218739091	27.590198040008545
4	34	63000000	2105511102	33.4208111429	63.2843918800354
4	38	44000000	1646544144	37.4214578182	49.45862412452698
4	31	85000000	2585853790	30.4218092941	77.71066093444824
3	97	70000000	6711924225	95.8846317857	195.41710209846497
4	51	8000000	403378462	50.4223077500	11.365365982055664
4	35	75000000	2581391341	34.4185512133	78.23951315879822
4	54	15000000	801322280	53.4214853333	23.144996166229248
4	46	39000000	1771458933	45.4220239231	52.47803592681885
4	49	35000000	1694757247	48.4216356286	51.53210210800171
4	44	52000000	2257944482	43.4220092692	67.4521222114563
4	53	29000000	1520229379	52.4217027241	44.01060605049133
4	45	50000000	2221098445	44.4219689000	67.04597210884094
4	42	68000000	2816669480	41.4216100000	85.2803680896759
4	47	43000000	1996141066	46.4218852558	58.408891916275024
4	39	95000000	3650075577	38.4218481789	108.90858101844788
3	94	98000000	9102674442	92.8844330816	269.3923490047455
3	100	77000000	7614075743	98.8841005584	220.48979711532593
4	50	54000000	2668789009	49.4220186852	78.21838188171387
4	52	51000000	2622515196	51.4218665882	76.28617691993713
4	55	43000000	2340145596	54.4219906047	67.29015684127808
4	59	20000000	1168439227	58.4219613500	33.24757409095764
4	48	74000000	3509207287	47.4217200946	104.06159901618958
4	69	12000000	821068199	68.4223499167	23.381844997406006
4	63	29000000	1810230980	62.4217579310	51.284985065460205
4	62	33000000	2026931477	61.4221659697	57.57868504524231
4	56	63000000	3491578337	55.4218783651	99.44463801383972
4	72	14000000	999906692	71.4219065714	27.894413948059082
4	73	13000000	941478414	72.4214164615	26.64852499961853
4	67	32000000	2125500259	66.4218830937	61.561036825180054
4	75	13000000	967485452	74.4219578462	26.814677000045776
4	60	51000000	3030510139	59.4217674314	86.15836906433105
4	61	50000000	3021090207	60.4218041400	85.65975379943848
4	57	67000000	3780267838	56.4219080299	109.5292751789093
4	70	32000000	2221497351	69.4217922187	62.61919689178467
4	64	50000000	3171085245	63.4217049000	89.90414595603943
4	58	62000000	3560133713	57.4215115000	101.67844104766846
4	65	50000000	3221106383	64.4221276600	90.22665691375732
4	74	28000000	2055808912	73.4217468571	57.27073097229004
4	81	12000000	965065084	80.4220903333	26.60262703895569
4	88	3000000	262263360	87.4211200000	7.236182928085327
4	77	31000000	2369070604	76.4216323871	65.49546194076538
4	66	75000000	4906652663	65.4220355067	139.4931149482727
4	71	62000000	4366139382	70.4216029355	124.33843898773193
4	83	33000000	2719918220	82.4217642424	74.91644501686096
4	76	62000000	4676153370	75.4218285484	130.42481017112732
4	90	38000000	3398026298	89.4217446842	94.91441893577576
4	78	62000000	4800169095	77.4220821774	134.09852504730225
4	93	24000000	2218126868	92.4219528333	60.644110918045044
4	89	44000000	3890567667	88.4219924318	107.06651616096497
4	91	36000000	3255192535	90.4220148611	89.39063692092896
4	82	65000000	5292425643	81.4219329692	146.17745113372803
4	68	109000000	7348980623	67.4218405780	208.35873699188232
4	92	33000000	3016926905	91.4220274242	82.07438516616821
4	79	75000000	5881603329	78.4213777200	166.0559868812561
4	99	12000000	1181064073	98.4220060833	32.775426149368286
4	85	68000000	5740680471	84.4217716324	160.59955382347107
5	22	38000000	821478793	21.6178629737	24.029258966445923
5	21	46000000	948405433	20.6175094130	28.096413135528564
4	84	76000000	6340046781	83.4216681711	173.07951879501343
5	25	22000000	541583545	24.6174338636	16.164342880249023
4	97	22000000	2121280690	96.4218495455	57.33351397514343
5	20	63000000	1235907774	19.6175837143	37.61713099479675
5	23	39000000	882081156	22.6174655385	26.288657188415527
4	100	17000000	1690174688	99.4220404706	46.19842791557312
5	24	49000000	1157275998	23.6178775102	34.38392901420593
5	26	46000000	1178412642	25.6176661304	34.72036099433899
5	28	41000000	1132325200	27.6176878049	32.38901209831238
5	30	33000000	977388343	29.6178285758	27.550537824630737
5	32	22000000	695590472	31.6177487273	20.767375946044922
4	86	87000000	7431686678	85.4216859540	206.01798009872437
4	80	98000000	7783353113	79.4219705408	216.5320689678192
5	36	10000000	356178178	35.6178178000	10.126118898391724
4	87	87000000	7518696084	86.4217940690	208.3095362186432
5	31	46000000	1408419053	30.6178055000	42.67658805847168
5	34	31000000	1042144058	33.6175502581	30.643996000289917
5	27	76000000	2022956008	26.6178422105	58.56617093086243
4	95	46000000	4343406548	94.4218814783	120.5473940372467
4	89	44000000	3890567667	88.4219924318	106.43835401535034
5	42	15000000	624265173	41.6176782000	17.935383081436157
5	35	35000000	1211611893	34.6174826571	35.37893295288086
5	29	76000000	2174941057	28.6176454868	62.036370038986206
5	38	32000000	1203764594	37.6176435625	34.75223898887634
5	46	9000000	410559237	45.6176930000	11.660403966903687
5	41	26000000	1056060149	40.6176980385	30.528100967407227
5	37	42000000	1537939315	36.6176027381	44.62236714363098
5	43	27000000	1150676836	42.6176605926	33.28455686569214
5	44	28000000	1221292994	43.6176069286	34.81340479850769
5	54	9000000	482563879	53.6182087778	13.537430047988892
5	40	49000000	1941258839	39.6175273265	55.71178913116455
4	94	76000000	7100071133	93.4219885921	196.65358209609985
5	39	58000000	2239835069	38.6178460172	65.50874185562134
5	53	22000000	1157592590	52.6178450000	32.32434320449829
5	45	45000000	2007801656	44.6178145778	58.36437106132507
5	59	12000000	703411747	58.6176455833	19.432358026504517
4	96	64000000	6107002729	95.4219176406	169.53555393218994
5	50	37000000	1835856997	49.6177566757	51.653748989105225
5	47	47000000	2191037729	46.6178240213	61.94491910934448
5	52	37000000	1909856043	51.6177308919	53.64313101768494
5	49	43000000	2090565367	48.6177992326	59.44366693496704
5	33	124000000	4044592606	32.6176823065	123.65224003791809
5	69	2000000	137234495	68.6172475000	3.6945078372955322
5	48	61000000	2904680105	47.6177066393	81.7964460849762
5	67	13000000	866031437	66.6178028462	23.63752293586731
5	64	17000000	1081500924	63.6177014118	29.471808195114136
5	51	58000000	2935833357	50.6178165000	82.72061705589294
5	56	41000000	2280320550	55.6175743902	63.665467977523804
5	66	20000000	1312362157	65.6181078500	35.95056915283203
5	70	11000000	765796696	69.6178814545	21.184159994125366
5	58	43000000	2477563665	57.6177596512	69.26443886756897
5	57	47000000	2661029844	56.6176562553	72.91895198822021
5	65	26000000	1680053890	64.6174573077	46.06579089164734
5	68	21000000	1419973770	67.6177985714	40.0290150642395
5	61	39000000	2364096070	60.6178479487	64.9299988746643
5	60	47000000	2802029804	59.6176554043	77.11801195144653
5	55	65000000	3550141914	54.6175679077	100.47794008255005
5	62	43000000	2649558864	61.6176480000	72.64164304733276
5	77	21000000	1608975827	76.6178965238	44.58465385437012
5	75	27000000	2014677317	74.6176784074	55.910884857177734
5	76	30000000	2268528680	75.6176226667	62.27913784980774
5	72	38000000	2721476631	71.6178060789	75.78088712692261
5	73	40000000	2904705609	72.6176402250	79.24291205406189
5	82	25000000	2040435320	81.6174128000	55.638322830200195
5	63	72000000	4508487692	62.6178846111	124.59957003593445
5	74	47000000	3460027265	73.6176013830	93.67817306518555
5	79	37000000	2908856849	78.6177526757	80.85077500343323
5	81	44000000	3547180359	80.6177354318	96.19682002067566
5	71	63000000	4448909657	70.6176136032	120.1904821395874
5	94	11000000	1029792900	93.6175363636	27.5700900554657
5	84	40000000	3344706137	83.6176534250	92.53032898902893
5	87	33000000	2858386291	86.6177663939	76.38545489311218
5	91	27000000	2446682919	90.6178858889	65.00463104248047
5	89	36000000	3190232543	88.6175706389	85.29651808738708
5	80	67000000	5334374134	79.6175243881	142.78963780403137
5	83	61000000	5039690751	82.6178811639	133.5940990447998
5	88	48000000	4205660576	87.6179286667	108.85350298881531
5	86	60000000	5137069426	85.6178237667	131.99128890037537
5	96	33000000	3155389320	95.6178581818	77.42127895355225
5	89	36000000	3190232543	88.6175706389	72.89987683296204
5	95	39000000	3690101957	94.6179988974	87.68664908409119
5	90	55000000	4928971116	89.6176566545	123.55145502090454
5	92	55000000	5038981230	91.6178405455	116.5308108329773
5	93	53000000	4908733501	92.6176132264	114.37547087669373
5	85	80000000	6769413935	84.6176741875	179.35423803329468
5	78	110000000	8537946137	77.6176921545	206.39127111434937
5	100	43000000	4283559148	99.6176546047	97.4011778831482
5	97	65000000	6280163841	96.6179052462	124.10722994804382
5	99	62000000	6114305830	98.6178359677	118.38392400741577
