ALPHABET	LENGTH	SUM	PERIOD_BORDERLESS_DIFF	TIME
2	2	0	0.00
2	3	0	0.00
2	4	0	0.00
2	4	0	0.01
2	4	0	0.01
2	4	0	0.01
2	4	0	0.01
2	4	0	0.01
2	4	0	0.01
2	4	0	0.01
2	4	0	0.01
2	4	0	0.00
2	4	0	0.01
2	4	0	0.01
2	4	0	0.00
2	4	0	0.00
2	4	0	0.00
2	4	0	0.00
2	5	0	0.01
2	5	0	0.01
2	5	0	0.01
2	5	0	0.00
2	5	0	0.00
2	5	0	0.01
2	5	0	0.01
2	5	0	0.01
2	5	0	0.01
2	5	0	0.00
2	5	0	0.01
2	5	0	0.01
2	5	0	0.01
2	5	0	0.01
2	5	0	0.01
2	5	0	0.01
2	6	0	0.01
2	6	0	0.00
2	6	0	0.01
2	6	0	0.01
2	6	0	0.01
2	6	0	0.01
2	6	0	0.00
2	6	0	0.00
2	6	0	0.00
2	6	0	0.00
2	6	0	0.01
2	6	0	0.01
2	6	0	0.01
2	6	0	0.00
2	6	0	0.00
2	6	0	0.00
2	7	0	0.00
2	7	0	0.00
2	7	0	0.00
2	7	0	0.00
2	7	0	0.01
2	7	0	0.01
2	7	0	0.01
2	7	0	0.01
2	7	0	0.01
2	7	0	0.00
2	7	0	0.01
2	7	0	0.00
2	7	0	0.01
2	7	0	0.01
2	7	0	0.01
2	7	0	0.00
2	8	0	0.01
2	8	0	0.01
2	8	1	0.01
2	8	0	0.01
2	8	0	0.01
2	8	1	0.01
2	8	0	0.01
2	8	0	0.01
2	8	0	0.01
2	8	1	0.00
2	8	0	0.01
2	8	1	0.01
2	8	0	0.01
2	8	0	0.00
2	8	0	0.00
2	8	0	0.00
2	9	0	0.00
2	9	0	0.01
2	9	2	0.01
2	9	0	0.01
2	9	3	0.01
2	9	1	0.01
2	9	0	0.00
2	9	0	0.01
2	9	0	0.01
2	9	0	0.01
2	9	1	0.01
2	9	0	0.01
2	9	2	0.01
2	9	3	0.01
2	9	0	0.00
2	9	0	0.00
