ALPHABET	LENGTH	SUM	MAXBORDERLESS_PREFIX	TIME
2	147	119000000	16260083860	136.6393601681	324.4621911048889
2	143	309000000	41008294103	132.7129258997	821.641851902008
2	139	499000000	64267668133	128.7929221102	1288.8456149101257
2	149	215000000	29799099473	138.6004626651	593.9673390388489
2	148	198000000	27248887683	137.6206448636	834.9484579563141
2	142	521000000	68632790630	131.7328035125	1373.93825507164
2	151	199000000	27972170429	140.5636704975	556.8449051380157
2	146	274000000	37170084617	135.6572431277	1117.3918280601501
2	152	237000000	33546593086	141.5468062700	667.755145072937
2	155	219000000	31643735195	144.4919415297	628.5962400436401
2	156	285000000	41460479317	145.4753660246	823.1991930007935
2	158	147000000	21673299296	147.4374101769	430.3877329826355
2	154	321000000	46066075947	143.5080247570	1111.6631181240082
2	153	409000000	58294413568	142.5291285281	1438.415342092514
2	161	139000000	20903871909	150.3875676906	414.0974349975586
2	150	707000000	98685643605	139.5836543211	1965.9570479393005
2	159	249000000	36956477063	148.4195865984	732.8268949985504
2	157	309000000	45254387512	146.4543285178	1407.0741820335388
2	164	90000000	13800375836	153.3375092889	272.91915488243103
2	160	301000000	44970783692	149.4045969834	891.1456820964813
2	165	220000000	33950176727	154.3189851227	671.2763550281525
2	163	172000000	26205165807	152.3556151570	805.3666048049927
2	169	105000000	16616373060	158.2511720000	330.57568311691284
2	162	366000000	55401515496	151.3702609180	1111.711520910263
2	166	271000000	42087071587	155.3028471845	831.8139200210571
2	168	272000000	42776905941	157.2680365478	861.3106210231781
2	173	257000000	41681588568	162.1851695253	827.8630452156067
2	171	190000000	30441477419	160.2183022053	942.9549188613892
2	170	330000000	52547762748	159.2356446909	1045.5715999603271
2	167	347000000	54231339465	156.2862808790	1537.401582956314
2	172	323000000	52068854249	161.2038831238	1035.1076459884644
2	176	63000000	10403828963	165.1401422698	206.37660884857178
2	178	73000000	12198737317	167.1059906438	241.8411898612976
2	175	289000000	47440537816	164.1541100900	941.6556689739227
2	182	37000000	6328588420	171.0429302703	126.18612504005432
2	180	103000000	17414666863	169.0744355631	344.8278799057007
2	185	157000000	27318428894	174.0027318089	535.7346158027649
2	174	514000000	83870246313	163.1716854339	2057.8265080451965
2	183	413000000	71048633608	172.0305898499	1393.7748708724976
2	181	500000000	85031679476	170.0633589520	1683.6031880378723
2	186	300000000	52495501662	174.9850055400	1028.5761148929596
2	184	493000000	85296245837	173.0146974381	1671.9111909866333
2	179	525000000	88248853900	168.0930550476	2041.181442975998
2	177	412000000	68442506925	166.1225896238	2114.322867870331
2	188	216000000	38222677381	176.9568397269	751.1236138343811
2	187	310000000	54550624218	175.9697555419	1327.0020260810852
2	193	96000000	17460774774	181.8830705625	534.1075019836426
2	192	158000000	28581488291	180.8954955127	558.7343711853027
2	189	240000000	42705917694	177.9413237250	835.3666620254517
2	190	268000000	47952462053	178.9270972127	937.2262139320374
2	194	184000000	33647589389	182.8673336359	657.1286580562592
2	195	129000000	23717211576	183.8543533023	745.186980009079
2	199	160000000	30047707160	187.7981697500	585.4141318798065
2	191	478000000	85997623176	179.9113455565	1680.9117600917816
2	197	308000000	57234601402	185.8266279286	1117.4060699939728
2	198	319000000	59592825687	186.8113657900	1162.8966200351715
2	201	130000000	24670079282	189.7698406308	742.3062119483948
2	204	158000000	30451170511	192.7289272848	592.0475370883942
2	205	153000000	29638593379	193.7162965948	580.0318241119385
2	196	321000000	59333244997	184.8387694611	1850.6900389194489
2	203	268000000	51386558988	191.7408917463	1000.4262778759003
2	202	327000000	62376758640	190.7546135780	1238.64066696167
2	206	134000000	26090652142	194.7063592687	781.7724461555481
2	209	67000000	13243470093	197.6637327313	376.137001991272
2	207	193000000	37767556608	195.6868218031	735.0818347930908
2	210	199000000	39530745209	198.6469608492	768.498929977417
2	200	609000000	114968129847	188.7818224089	2537.203665971756
2	212	249000000	49955731290	200.6254268675	969.9553530216217
2	208	380000000	74736273345	196.6744035395	1458.5744278430939
2	211	420000000	83846835835	199.6353234167	1629.1677470207214
2	218	145000000	29947882795	206.5371227241	580.4402220249176
2	217	178000000	36589045406	205.5564348652	709.9412341117859
2	213	266000000	53626826030	201.6046091353	1639.2055559158325
2	215	295000000	60056467768	203.5812466712	1165.891620874405
2	220	63000000	13136884702	208.5219793968	255.01234698295593
2	216	288000000	58916355527	204.5706789132	1249.3461508750916
2	214	390000000	79010853989	202.5919333051	1881.2945230007172
2	221	229000000	47976514351	209.5044294803	940.8888120651245
2	219	258000000	53542065925	207.5273873062	1036.8221080303192
2	228	57000000	12335340438	216.4094813684	238.59681010246277
2	222	203000000	42729617643	210.4907273054	1342.0677270889282
2	223	297000000	62808458881	211.4762925286	1214.3953750133514
2	226	161000000	34524429373	214.4374495217	1071.0278060436249
2	224	407000000	86473267446	212.4650305799	1672.3517320156097
2	229	194000000	42176630470	217.4053117010	814.1931529045105
2	231	165000000	36197121578	219.3764944121	704.7736089229584
2	233	65000000	14388452087	221.3608013385	279.70972990989685
2	230	127000000	27734844756	218.3846043780	837.9548890590668
2	225	481000000	102671536308	213.4543374387	1985.8655450344086
2	227	371000000	79924842892	215.4308433747	1544.9194490909576
