ALPHABET	LENGTH	SUM	MAXBORDERLESS	TIME
2	2	6	0.27
2	3	18	0.00
2	4	48	0.00
2	5	124	0.00
2	6	18	0.00
2	6	21	0.00
2	6	21	0.00
2	6	18	0.01
2	6	18	0.01
2	6	17	0.01
2	6	17	0.01
2	6	20	0.01
2	6	20	0.01
2	6	18	0.01
2	6	18	0.00
2	6	18	0.00
2	6	21	0.00
2	6	21	0.01
2	6	18	0.01
2	6	18	0.01
2	7	46	0.00
2	7	44	0.01
2	7	43	0.01
2	7	49	0.01
2	7	47	0.01
2	7	44	0.01
2	7	42	0.01
2	7	45	0.01
2	7	45	0.01
2	7	43	0.00
2	7	42	0.01
2	7	47	0.00
2	7	44	0.01
2	7	44	0.01
2	7	49	0.00
2	7	46	0.00
2	8	110	0.01
2	8	101	0.01
2	8	105	0.01
2	8	104	0.01
2	8	102	0.00
2	8	104	0.01
2	8	110	0.01
2	8	100	0.01
2	8	102	0.01
2	8	100	0.00
2	8	104	0.01
2	8	101	0.01
2	8	105	0.01
2	8	110	0.01
2	8	104	0.01
2	8	110	0.01
2	9	254	0.00
2	9	232	0.00
2	9	240	0.01
2	9	248	0.01
2	9	238	0.01
2	9	230	0.01
2	9	232	0.00
2	9	232	0.01
2	9	240	0.01
2	9	230	0.01
2	9	240	0.00
2	9	248	0.01
2	9	240	0.01
2	9	238	0.01
2	9	232	0.01
2	9	254	0.01
2	10	553	0.00
2	10	534	0.01
2	10	570	0.01
2	10	541	0.01
2	10	541	0.01
2	10	526	0.01
2	10	524	0.01
2	10	523	0.01
2	10	523	0.00
2	10	541	0.01
2	10	524	0.01
2	10	526	0.01
2	10	534	0.00
2	10	541	0.00
2	10	553	0.00
2	10	570	0.00
2	11	1266	0.01
2	11	1191	0.01
2	11	1207	0.01
2	11	1204	0.01
2	11	1171	0.01
2	11	1228	0.01
2	11	1166	0.01
2	11	1178	0.01
2	11	1166	0.00
2	11	1171	0.01
2	11	1204	0.00
2	11	1178	0.00
2	11	1191	0.00
2	11	1207	0.00
2	11	1266	0.00
2	11	1228	0.00
2	12	2777	0.01
2	12	2655	0.00
2	12	2662	0.01
2	12	2701	0.01
2	12	2627	0.01
2	12	2603	0.01
2	12	2582	0.01
2	12	2594	0.01
